MIB Module,Object Name,OID,Kind,Syntax,Access,Description
ML540M-SYSTEM-MIB,currentAlarmLevel,1.3.6.1.4.1.5468.100.1.2.2.1.1.4,column,VTSSAlarmLevel,read-only,This attribute indicates the alarm level.
ML540M-SYSTEM-MIB,currentAlarmState,1.3.6.1.4.1.5468.100.1.2.2.1.1.5,column,VTSSAlarmState,read-only,This attribute indicates the alarm state.
ML540M-SYSTEM-MIB,currentAlarmTime,1.3.6.1.4.1.5468.100.1.2.2.1.1.6,column,OCTET STRING (SIZE ( 32 ) ),read-only,This attribute indicates the alarm occurence time.
ML540M-SYSTEM-MIB,historyAlarmRowId,1.3.6.1.4.1.5468.100.1.2.2.2.1.1,column,Unsigned32 ( 1 .. 65535 ),read-only,This object indicates the row index in table.
ML540M-SYSTEM-MIB,historyAlarmSeqId,1.3.6.1.4.1.5468.100.1.2.2.2.1.2,column,Unsigned32 ( 1 .. 65535 ),read-only,"This object indicates the sequence index in table, when new alarm generated/cleard, index increases."
ML540M-SYSTEM-MIB,historyAlarmTypeId,1.3.6.1.4.1.5468.100.1.2.2.2.1.3,column,VTSSAlarmType,read-only,This attribute indicates the number of alarm type.
ML540M-SYSTEM-MIB,historyAlarmLevel,1.3.6.1.4.1.5468.100.1.2.2.2.1.4,column,VTSSAlarmLevel,read-only,This attribute indicates the alarm level.
ML540M-SYSTEM-MIB,historyAlarmState,1.3.6.1.4.1.5468.100.1.2.2.2.1.5,column,VTSSAlarmState,read-only,This attribute indicates the alarm state.
ML540M-SYSTEM-MIB,historyAlarmTime,1.3.6.1.4.1.5468.100.1.2.2.2.1.6,column,OCTET STRING (SIZE ( 32 ) ),read-only,This attribute indicates the alarm occurence time.
ML540M-SYSTEM-MIB,alarmHistoryClear,1.3.6.1.4.1.5468.100.1.2.2.3,scalar,"INTEGER {clear(1), idle(2)}",read-write,Set this object clear(1) to clear system history alarm table.
ML540M-SYSTEM-MIB,alarmProfileId,1.3.6.1.4.1.5468.100.1.2.2.4.1.1,column,VTSSAlarmType,not-accessible,Alarm Profile: 1: alarmGEPort1LinkDown 2: alarmGEPort2LinkDown 3: alarmGEPort3LinkDown 4: alarmGEPort4LinkDown 5: alarmGEPort5LinkDown 6: alarmGEPort6
ML540M-SYSTEM-MIB,alarmProfileAlarmId,1.3.6.1.4.1.5468.100.1.2.2.4.1.2,column,OCTET STRING (SIZE ( 10 ) ),read-only,This attribute indicates the alarm ID.
ML540M-SYSTEM-MIB,alarmProfileMask,1.3.6.1.4.1.5468.100.1.2.2.4.1.3,column,VTSSAlarmMask,read-write,"Alarm Profile Mask/UnMask, default is Mask"
ML540M-SYSTEM-MIB,alarmProfileLevel,1.3.6.1.4.1.5468.100.1.2.2.4.1.4,column,VTSSAlarmLevel,read-write,"Alarm Profile Major/Minor, default is Minor"
ML540M-SYSTEM-MIB,sysTemperatureThreashOn,1.3.6.1.4.1.5468.100.1.2.2.5.1,scalar,INTEGER,read-write,"Set threshold time of alarm on (unit: ms). Temperature is over heat for time of threshold off, alarm will be generate. The value should multiple of 50"
ML540M-SYSTEM-MIB,sysTemperatureThreashOff,1.3.6.1.4.1.5468.100.1.2.2.5.2,scalar,INTEGER,read-write,"Set threshold time of alarm off (unit: ms). Temperature is NOT over heat for time of threshold off, alarm will be cleared. The value should multiple o"
ML540M-SYSTEM-MIB,sysTemperatureOverHeat,1.3.6.1.4.1.5468.100.1.2.2.5.3,scalar,INTEGER,read-write,"Set over heat threshold value. 56~65¢XC, unit: Centigrade"
ML540M-SYSUTIL-MIB,ml540mSysutilCapabilitiesWarmRebootSupported,1.3.6.1.4.1.5468.100.24.1.1.1,scalar,TruthValue,read-only,Indicate if warm restart is supported or not. true means it is supported. false means it is not supported.
ML540M-SYSUTIL-MIB,ml540mSysutilStatusCpuLoadAverage100msec,1.3.6.1.4.1.5468.100.24.1.3.1.1,scalar,Unsigned32,read-only,Average CPU load (%) in 100 milli-seconds.
ML540M-SYSUTIL-MIB,ml540mSysutilStatusCpuLoadAverage1sec,1.3.6.1.4.1.5468.100.24.1.3.1.2,scalar,Unsigned32,read-only,Average CPU load (%) in 1 second.
ML540M-SYSUTIL-MIB,ml540mSysutilStatusCpuLoadAverage10sec,1.3.6.1.4.1.5468.100.24.1.3.1.3,scalar,Unsigned32,read-only,Average CPU load (%) in 10 seconds.
ML540M-SYSUTIL-MIB,ml540mSysutilStatusPowerSupplySwitchId,1.3.6.1.4.1.5468.100.24.1.3.2.1.1,column,Integer32 (1..16),not-accessible,The identification of switch.
ML540M-SYSUTIL-MIB,ml540mSysutilStatusPowerSupplyPsuId,1.3.6.1.4.1.5468.100.24.1.3.2.1.2,column,Integer32 (1..2),not-accessible,The identification of power supply.
ML540M-SYSUTIL-MIB,ml540mSysutilStatusPowerSupplyState,1.3.6.1.4.1.5468.100.24.1.3.2.1.3,column,VTSSSysutilPowerSupplyStateType,read-only,The state of power supply.
ML540M-SYSUTIL-MIB,ml540mSysutilStatusPowerSupplyDescription,1.3.6.1.4.1.5468.100.24.1.3.2.1.4,column,VTSSDisplayString (SIZE(0..30)),read-only,The description of power supply.
ML540M-SYSUTIL-MIB,ml540mSysutilControlRebootSwitchId,1.3.6.1.4.1.5468.100.24.1.4.1.1.1,column,Integer32 (1..16),not-accessible,The identification of switch.
ML540M-SYSUTIL-MIB,ml540mSysutilControlRebootType,1.3.6.1.4.1.5468.100.24.1.4.1.1.2,column,VTSSSysutilRebootType,read-write,"Type of reboot. noReboot(0) does not reboot. coldReboot(1) is to do cold reboot. warmReboot(2) is to do warm reboot, but this is optional. The OID of "
ML540M-FIRMWARE-MIB,ml540mFirmwareStatusImageNumber,1.3.6.1.4.1.5468.100.28.1.3.1.1.1,column,Integer32 (0..2),not-accessible,The number of image. The number starts from 0.
ML540M-FIRMWARE-MIB,ml540mFirmwareStatusImageType,1.3.6.1.4.1.5468.100.28.1.3.1.1.2,column,VTSSFirmwareStatusImageEnum,read-only,Image type of the status. bootloader(0) is for boot loader. activeFirmware(1) is for active (primary) firmware. alternativeFirmware(2) is for alternat
ML540M-FIRMWARE-MIB,ml540mFirmwareStatusImageName,1.3.6.1.4.1.5468.100.28.1.3.1.1.3,column,VTSSDisplayString (SIZE(0..127)),read-only,Image name.
ML540M-FIRMWARE-MIB,ml540mFirmwareStatusImageVersion,1.3.6.1.4.1.5468.100.28.1.3.1.1.4,column,VTSSDisplayString (SIZE(0..255)),read-only,Image version.
ML540M-FIRMWARE-MIB,ml540mFirmwareStatusImageBuiltDate,1.3.6.1.4.1.5468.100.28.1.3.1.1.5,column,VTSSDisplayString (SIZE(0..255)),read-only,The built date when the image is built.
ML540M-FIRMWARE-MIB,ml540mFirmwareStatusImageCodeRevision,1.3.6.1.4.1.5468.100.28.1.3.1.1.6,column,VTSSDisplayString (SIZE(0..127)),read-only,The code revesion which the image is built.
ML540M-FIRMWARE-MIB,ml540mFirmwareStatusImageUploadStatus,1.3.6.1.4.1.5468.100.28.1.3.2.1,scalar,VTSSFirmwareUploadStatusEnum,read-only,The status indicates the status of current upload operation. It is updated automatically. Modifying this flag does not take any effect. none(0) means 
ML540M-FIRMWARE-MIB,ml540mFirmwareStatusSwitchSwitchId,1.3.6.1.4.1.5468.100.28.1.3.3.1.1,column,Integer32 (1..16),not-accessible,The ID of switch.
ML540M-FIRMWARE-MIB,ml540mFirmwareStatusSwitchChipId,1.3.6.1.4.1.5468.100.28.1.3.3.1.2,column,VTSSDisplayString (SIZE(0..31)),read-only,ID of chip.
ML540M-FIRMWARE-MIB,ml540mFirmwareStatusSwitchBoardType,1.3.6.1.4.1.5468.100.28.1.3.3.1.3,column,VTSSDisplayString (SIZE(0..63)),read-only,Type of board.
ML540M-FIRMWARE-MIB,ml540mFirmwareStatusSwitchPortCnt,1.3.6.1.4.1.5468.100.28.1.3.3.1.4,column,Unsigned32,read-only,Count of ports.
ML540M-FIRMWARE-MIB,ml540mFirmwareStatusSwitchProduct,1.3.6.1.4.1.5468.100.28.1.3.3.1.5,column,VTSSDisplayString (SIZE(0..63)),read-only,Product name.
ML540M-FIRMWARE-MIB,ml540mFirmwareStatusSwitchVersion,1.3.6.1.4.1.5468.100.28.1.3.3.1.6,column,VTSSDisplayString (SIZE(0..255)),read-only,Image version.
ML540M-FIRMWARE-MIB,ml540mFirmwareStatusSwitchBuiltDate,1.3.6.1.4.1.5468.100.28.1.3.3.1.7,column,VTSSDisplayString (SIZE(0..255)),read-only,The built date when the image is built.
ML540M-FIRMWARE-MIB,ml540mFirmwareControlGlobalsSwapFirmware,1.3.6.1.4.1.5468.100.28.1.4.1.1,scalar,TruthValue,read-write,Swap firmware between active (primary) and alternative (backup). true is to swap the firmware. false is to do nothing.
ML540M-FIRMWARE-MIB,ml540mFirmwareControlImageUploadDoUpload,1.3.6.1.4.1.5468.100.28.1.4.2.1,scalar,TruthValue,read-write,Action to do upload image or not. true is to do the upload operation. false is to do nothing. The upload operation may need longer time to upload the 
ML540M-FIRMWARE-MIB,ml540mFirmwareControlImageUploadImageType,1.3.6.1.4.1.5468.100.28.1.4.2.2,scalar,VTSSFirmwareUploadImageEnum,read-write,Type of image to upload. bootloader(0) is to upload bootloader. firmware(1) is to upload application firmware.
ML540M-FIRMWARE-MIB,ml540mFirmwareControlImageUploadUrl,1.3.6.1.4.1.5468.100.28.1.4.2.3,scalar,VTSSDisplayString (SIZE(0..255)),read-write,The location of image to upload. It is a specific character string that constitutes a reference to a resource. Syntax: <protocol>://[<username>[:<pass
ML540M-PORT-MIB,ml540mPortConfigIfIndex,1.3.6.1.4.1.5468.100.11.1.2.1.1.1,column,VTSSInterfaceIndex,not-accessible,Logical interface number.
ML540M-PORT-MIB,ml540mPortConfigShutdown,1.3.6.1.4.1.5468.100.11.1.2.1.1.2,column,TruthValue,read-write,Controls whether interface is shutdown or powered up. Set to TRUE in order to power down the interface.
ML540M-PORT-MIB,ml540mPortConfigSpeed,1.3.6.1.4.1.5468.100.11.1.2.1.1.3,column,VTSSPortSpeed,read-write,Controls the port speed and duplex.
ML540M-PORT-MIB,ml540mPortConfigAdvertiseDisabled,1.3.6.1.4.1.5468.100.11.1.2.1.1.4,column,VTSSUnsigned8,read-write,"In auto mode, bitmask that allows features not to be advertised. Bit 0: Disable half duplex advertising. Bit 1: Disable full duplex advertising. Bit 4"
ML540M-PORT-MIB,ml540mPortConfigMediaType,1.3.6.1.4.1.5468.100.11.1.2.1.1.5,column,VTSSPortMedia,read-write,Controls the port media type.
ML540M-PORT-MIB,ml540mPortConfigFC,1.3.6.1.4.1.5468.100.11.1.2.1.1.6,column,VTSSPortFc,read-write,Controls the port flow control mode.
ML540M-PORT-MIB,ml540mPortConfigMTU,1.3.6.1.4.1.5468.100.11.1.2.1.1.7,column,Unsigned32,read-write,Controls the port's Maximum Transmission Unit.
ML540M-PORT-MIB,ml540mPortConfigExcessiveRestart,1.3.6.1.4.1.5468.100.11.1.2.1.1.8,column,TruthValue,read-write,TRUE to restart half-duplex back-off algorithm after 16 collisions. FALSE to discard frame after 16 collisions
ML540M-PORT-MIB,ml540mPortConfigPFC,1.3.6.1.4.1.5468.100.11.1.2.1.1.9,column,VTSSUnsigned8,read-write,"802.1Qbb Priority Flow Control bitmask, one bit for each prioritet.E.g. 0x01 = prio 0, 0x80 = prio 7, 0xFF = prio 0-7"
ML540M-PORT-MIB,ml540mPortConfigFrameLengthCheck,1.3.6.1.4.1.5468.100.11.1.2.1.1.10,column,TruthValue,read-write,TRUE to enforce 802.3 frame length check (from Ethertype field). If enabled frames with length that doesn't match the frame length field will be dropp
ML540M-PORT-MIB,ml540mPortStatusInformationIfIndex,1.3.6.1.4.1.5468.100.11.1.3.1.1.1,column,VTSSInterfaceIndex,not-accessible,Logical interface number.
ML540M-PORT-MIB,ml540mPortStatusInformationLink,1.3.6.1.4.1.5468.100.11.1.3.1.1.2,column,TruthValue,read-only,Shows whether interface has link.
ML540M-PORT-MIB,ml540mPortStatusInformationFdx,1.3.6.1.4.1.5468.100.11.1.3.1.1.3,column,TruthValue,read-only,Shows whether interface is running in full duplex.
ML540M-PORT-MIB,ml540mPortStatusInformationFiber,1.3.6.1.4.1.5468.100.11.1.3.1.1.4,column,TruthValue,read-only,Shows whether interface is a fiber link (fiber SFP or cu SFP).
ML540M-PORT-MIB,ml540mPortStatusInformationSpeed,1.3.6.1.4.1.5468.100.11.1.3.1.1.5,column,VTSSPortStatusSpeed,read-only,Shows the current interface speed.
ML540M-PORT-MIB,ml540mPortStatusInformationSFPType,1.3.6.1.4.1.5468.100.11.1.3.1.1.6,column,VTSSSfpTransceiver,read-only,Shows the current interface SFP type.
ML540M-PORT-MIB,ml540mPortStatusInformationSFPVendorName,1.3.6.1.4.1.5468.100.11.1.3.1.1.7,column,VTSSDisplayString (SIZE(0..19)),read-only,Shows the SFP vendor name.
ML540M-PORT-MIB,ml540mPortStatusInformationSFPVendorPN,1.3.6.1.4.1.5468.100.11.1.3.1.1.8,column,VTSSDisplayString (SIZE(0..19)),read-only,Shows the SFP vendor Product Number.
ML540M-PORT-MIB,ml540mPortStatusInformationSFPVendorRev,1.3.6.1.4.1.5468.100.11.1.3.1.1.9,column,VTSSDisplayString (SIZE(0..5)),read-only,Shows the SFP vendor Revision.
ML540M-PORT-MIB,ml540mPortStatusVeriPhyResultIfIndex,1.3.6.1.4.1.5468.100.11.1.3.3.1.1.1,column,VTSSInterfaceIndex,not-accessible,Logical interface number.
ML540M-PORT-MIB,ml540mPortStatusVeriPhyResultVeriPhyStatusPairA,1.3.6.1.4.1.5468.100.11.1.3.3.1.1.2,column,VTSSPortPhyVeriPhyStatus,read-only,VeriPhy status for the cable pair 0 - Cable is Correctly terminated pair 1 - Open pair 2 - Shorted pair 4 - Abnormal termination 8 - Cross-pair short 
ML540M-PORT-MIB,ml540mPortStatusVeriPhyResultVeriPhyStatusPairB,1.3.6.1.4.1.5468.100.11.1.3.3.1.1.3,column,VTSSPortPhyVeriPhyStatus,read-only,VeriPhy status for the cable pair 0 - Cable is Correctly terminated pair 1 - Open pair 2 - Shorted pair 4 - Abnormal termination 8 - Cross-pair short 
ML540M-PORT-MIB,ml540mPortStatusVeriPhyResultVeriPhyStatusPairC,1.3.6.1.4.1.5468.100.11.1.3.3.1.1.4,column,VTSSPortPhyVeriPhyStatus,read-only,VeriPhy status for the cable pair 0 - Cable is Correctly terminated pair 1 - Open pair 2 - Shorted pair 4 - Abnormal termination 8 - Cross-pair short 
ML540M-PORT-MIB,ml540mPortStatusVeriPhyResultVeriPhyStatusPairD,1.3.6.1.4.1.5468.100.11.1.3.3.1.1.5,column,VTSSPortPhyVeriPhyStatus,read-only,VeriPhy status for the cable pair 0 - Cable is Correctly terminated pair 1 - Open pair 2 - Shorted pair 4 - Abnormal termination 8 - Cross-pair short 
ML540M-PORT-MIB,ml540mPortStatusVeriPhyResultVeriPhyLengthStatusPairA,1.3.6.1.4.1.5468.100.11.1.3.3.1.1.6,column,VTSSUnsigned8,read-only,"VeriPhy status cable length i meters for the cable pair. When VeriPhy is completed, the cable diagnostics results is shown in the VeriPhy status table"
ML540M-PORT-MIB,ml540mPortStatusVeriPhyResultVeriPhyLengthStatusPairB,1.3.6.1.4.1.5468.100.11.1.3.3.1.1.7,column,VTSSUnsigned8,read-only,"VeriPhy status cable length i meters for the cable pair. When VeriPhy is completed, the cable diagnostics results is shown in the VeriPhy status table"
ML540M-PORT-MIB,ml540mPortStatusVeriPhyResultVeriPhyLengthStatusPairC,1.3.6.1.4.1.5468.100.11.1.3.3.1.1.8,column,VTSSUnsigned8,read-only,"VeriPhy status cable length i meters for the cable pair. When VeriPhy is completed, the cable diagnostics results is shown in the VeriPhy status table"
ML540M-PORT-MIB,ml540mPortStatusVeriPhyResultVeriPhyLengthStatusPairD,1.3.6.1.4.1.5468.100.11.1.3.3.1.1.9,column,VTSSUnsigned8,read-only,"VeriPhy status cable length i meters for the cable pair. When VeriPhy is completed, the cable diagnostics results is shown in the VeriPhy status table"
ML540M-PORT-MIB,ml540mPortControlStatisticsClearIfIndex,1.3.6.1.4.1.5468.100.11.1.4.1.1.1.1,column,VTSSInterfaceIndex,not-accessible,Logical interface number.
ML540M-PORT-MIB,ml540mPortControlStatisticsClearStatisticsClear,1.3.6.1.4.1.5468.100.11.1.4.1.1.1.2,column,TruthValue,read-write,Set to TRUE to clear the statistics of an interface.
ML540M-PORT-MIB,ml540mPortControlVeriPhyStartIfIndex,1.3.6.1.4.1.5468.100.11.1.4.2.1.1.1,column,VTSSInterfaceIndex,not-accessible,Logical interface number.
ML540M-PORT-MIB,ml540mPortControlVeriPhyStartStart,1.3.6.1.4.1.5468.100.11.1.4.2.1.1.2,column,TruthValue,read-write,"Set to TRUE to start VeriPHy for the interface. When running 10 and 100 Mbps, ports will be linked down while running VeriPHY. Therefore, running Veri"
ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsIfIndex,1.3.6.1.4.1.5468.100.11.1.5.1.1.1,column,VTSSInterfaceIndex,not-accessible,Logical interface number.
ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsRxDropEvents,1.3.6.1.4.1.5468.100.11.1.5.1.1.2,column,Counter64,read-only,Shows the number of frames discarded due to ingress congestion.
ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsRxOctets,1.3.6.1.4.1.5468.100.11.1.5.1.1.3,column,Counter64,read-only,"Shows the number of received (good and bad) bytes. Includes FCS, but excludes framing bits."
ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsRxPkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.4,column,Counter64,read-only,Shows the number of received (good and bad) packets.
ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsRxBroadcastPkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.5,column,Counter64,read-only,Shows the number of received (good and bad) broadcast packets.
ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsRxMulticastPkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.6,column,Counter64,read-only,Shows the number of received (good and bad) multicast packets.
ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsRxCrcAlignErrPkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.7,column,Counter64,read-only,Shows the number of frames received with CRC or alignment errors.
ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsRxUndersizePkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.8,column,Counter64,read-only,Shows the number of short frames (frames that are smaller than 64 bytes) received with valid CRC.
ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsRxOversizePkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.9,column,Counter64,read-only,Shows the number of long frames received with valid CRC.
ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsRxFragmentsPkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.10,column,Counter64,read-only,Shows the number of short frames (frames that are smaller than 64 bytes) received with invalid CRC.
ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsRxJabbersPkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.11,column,Counter64,read-only,The number of long frames (frames that are longer than the configured maximum frame length for this interface) received with invalid CRC.
ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsRx64Pkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.12,column,Counter64,read-only,The number of 64 bytes frames received.
ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsRx65to127Pkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.13,column,Counter64,read-only,The number of received frames with size within 65 to 127 bytes.
ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsRx128to255Pkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.14,column,Counter64,read-only,The number of received frames with size within 128 to 255 bytes.
ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsRx256to511Pkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.15,column,Counter64,read-only,The number of received frames with size within 256 to 511 bytes.
ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsRx512to1023Pkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.16,column,Counter64,read-only,The number of received frames with size within 512 to 1023 bytes.
ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsRx1024to1518Pkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.17,column,Counter64,read-only,The number of received frames with size within 1024 to 1518 bytes.
ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsRx1519PktsToMax,1.3.6.1.4.1.5468.100.11.1.5.1.1.18,column,Counter64,read-only,The number of received frames with size larger than 1518 bytes.
ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsTxDropEvents,1.3.6.1.4.1.5468.100.11.1.5.1.1.19,column,Counter64,read-only,Shows the number of frames discarded due to egress congestion.
ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsTxOctets,1.3.6.1.4.1.5468.100.11.1.5.1.1.20,column,Counter64,read-only,"Shows the number of transmitted (good and bad) bytes. Includes FCS, but excludes framing bits."
ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsTxPkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.21,column,Counter64,read-only,Shows the number of transmitted (good and bad) packets.
ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsTxBroadcastPkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.22,column,Counter64,read-only,Shows the number of transmitted (good and bad) broadcast packets.
ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsTxMulticastPkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.23,column,Counter64,read-only,Shows the number of transmitted (good and bad) multicast packets.
ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsTx64Pkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.24,column,Counter64,read-only,The number of 64 bytes frames transmitted.
ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsTx65to127Pkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.25,column,Counter64,read-only,The number of transmitted frames with size within 65 to 127 bytes.
ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsTx128to255Pkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.26,column,Counter64,read-only,The number of transmitted frames with size within 128 to 255 bytes.
ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsTx256to511Pkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.27,column,Counter64,read-only,The number of transmitted frames with size within 256 to 511 bytes.
ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsTx512to1023Pkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.28,column,Counter64,read-only,The number of transmitted frames with size within 512 to 1023 bytes.
ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsTx1024to1518Pkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.29,column,Counter64,read-only,The number of transmitted frames with size within 1024 to 1518 bytes.
ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsTx1519PktsToMax,1.3.6.1.4.1.5468.100.11.1.5.1.1.30,column,Counter64,read-only,The number of transmitted frames with size larger than 1518 bytes.
ML540M-PORT-MIB,ml540mPortStatisticsIfGroupStatisticsIfIndex,1.3.6.1.4.1.5468.100.11.1.5.2.1.1,column,VTSSInterfaceIndex,not-accessible,Logical interface number.
ML540M-PORT-MIB,ml540mPortStatisticsIfGroupStatisticsRxOctets,1.3.6.1.4.1.5468.100.11.1.5.2.1.2,column,Counter64,read-only,Shows the number of bytes received.
ML540M-PORT-MIB,ml540mPortStatisticsIfGroupStatisticsRxUnicastPkts,1.3.6.1.4.1.5468.100.11.1.5.2.1.3,column,Counter64,read-only,Shows the number of uni-cast frames received.
ML540M-PORT-MIB,ml540mPortStatisticsIfGroupStatisticsRxMulticastPkts,1.3.6.1.4.1.5468.100.11.1.5.2.1.4,column,Counter64,read-only,Shows the number of multi-cast frames received.
ML540M-PORT-MIB,ml540mPortStatisticsIfGroupStatisticsRxBroadcastPkts,1.3.6.1.4.1.5468.100.11.1.5.2.1.5,column,Counter64,read-only,Shows the number of broad-cast frames received.
ML540M-PORT-MIB,ml540mPortStatisticsIfGroupStatisticsRxNonUnicastPkts,1.3.6.1.4.1.5468.100.11.1.5.2.1.6,column,Counter64,read-only,Shows the number of non uni-cast frames received.
ML540M-PORT-MIB,ml540mPortStatisticsIfGroupStatisticsRxDiscards,1.3.6.1.4.1.5468.100.11.1.5.2.1.7,column,Counter64,read-only,Shows the number of received frames discarded.
ML540M-PORT-MIB,ml540mPortStatisticsIfGroupStatisticsRxErrors,1.3.6.1.4.1.5468.100.11.1.5.2.1.8,column,Counter64,read-only,Shows the number of frames with errors received.
ML540M-PORT-MIB,ml540mPortStatisticsIfGroupStatisticsTxOctets,1.3.6.1.4.1.5468.100.11.1.5.2.1.9,column,Counter64,read-only,Shows the number of bytes transmitted.
ML540M-PORT-MIB,ml540mPortStatisticsIfGroupStatisticsTxUnicastPkts,1.3.6.1.4.1.5468.100.11.1.5.2.1.10,column,Counter64,read-only,Shows the number of uni-cast frames transmitted.
ML540M-PORT-MIB,ml540mPortStatisticsIfGroupStatisticsTxMulticastPkts,1.3.6.1.4.1.5468.100.11.1.5.2.1.11,column,Counter64,read-only,Shows the number of multi-cast frames transmitted.
ML540M-PORT-MIB,ml540mPortStatisticsIfGroupStatisticsTxBroadcastPkts,1.3.6.1.4.1.5468.100.11.1.5.2.1.12,column,Counter64,read-only,Shows the number of broad-cast frames transmitted.
ML540M-PORT-MIB,ml540mPortStatisticsIfGroupStatisticsTxNonUnicastPkts,1.3.6.1.4.1.5468.100.11.1.5.2.1.13,column,Counter64,read-only,Shows the number of non uni-cast frames transmitted.
