device_type,mib_module,object_name,oid,kind,data_type,textual_convention,unit,unit_source,access,configurable,table_index,nsp_attribute_name,description
switch,ML540M-SYSTEM-MIB,productModel,1.3.6.1.4.1.5468.100.1.1.1,scalar,string,,,,read-only,no,no,productModel,Product Model name.
switch,ML540M-SYSTEM-MIB,swVersion,1.3.6.1.4.1.5468.100.1.1.2,scalar,string,,,,read-only,no,no,swVersion,System SW version
switch,ML540M-SYSTEM-MIB,swBuildNo,1.3.6.1.4.1.5468.100.1.1.3,scalar,string,,,,read-only,no,no,swBuildNo,System SW version built date
switch,ML540M-SYSTEM-MIB,sysMAC,1.3.6.1.4.1.5468.100.1.1.4,scalar,mac-address,PhysAddress,,,read-only,no,no,sysMAC,
switch,ML540M-SYSTEM-MIB,portCount,1.3.6.1.4.1.5468.100.1.1.5,scalar,integer,,,,read-only,no,no,portCount,
switch,ML540M-SYSTEM-MIB,eventSeqId,1.3.6.1.4.1.5468.100.1.2.1.1.1.1,column,integer,,,,not-accessible,no,yes,eventSeqId,This object is used by the event table to identify the row of this table.
switch,ML540M-SYSTEM-MIB,eventLevel,1.3.6.1.4.1.5468.100.1.2.1.1.1.2,column,textual-convention,VTSSEventLevel,,,read-only,no,no,eventLevel,This object indicates the level of event.
switch,ML540M-SYSTEM-MIB,eventTime,1.3.6.1.4.1.5468.100.1.2.1.1.1.3,column,string,,,,read-only,no,no,eventTime,This attribute indicates the event occurence time.
switch,ML540M-SYSTEM-MIB,eventMessage,1.3.6.1.4.1.5468.100.1.2.1.1.1.4,column,string,,,,read-only,no,no,eventMessage,This attribute indicates the event message.
switch,ML540M-SYSTEM-MIB,currentAlarmRowId,1.3.6.1.4.1.5468.100.1.2.2.1.1.1,column,unsigned32,,,,read-only,no,no,currentAlarmRowId,This object indicates the row index in table.
switch,ML540M-SYSTEM-MIB,currentAlarmSeqId,1.3.6.1.4.1.5468.100.1.2.2.1.1.2,column,unsigned32,,,,read-only,no,no,currentAlarmSeqId,"This object indicates the sequence index in table, when new alarm generated, index increases."
switch,ML540M-SYSTEM-MIB,currentAlarmTypeId,1.3.6.1.4.1.5468.100.1.2.2.1.1.3,column,textual-convention,VTSSAlarmType,,,read-only,no,no,currentAlarmTypeId,This attribute indicates the number of alarm type.
switch,ML540M-SYSTEM-MIB,currentAlarmLevel,1.3.6.1.4.1.5468.100.1.2.2.1.1.4,column,textual-convention,VTSSAlarmLevel,,,read-only,no,no,currentAlarmLevel,This attribute indicates the alarm level.
switch,ML540M-SYSTEM-MIB,currentAlarmState,1.3.6.1.4.1.5468.100.1.2.2.1.1.5,column,textual-convention,VTSSAlarmState,,,read-only,no,no,currentAlarmState,This attribute indicates the alarm state.
switch,ML540M-SYSTEM-MIB,currentAlarmTime,1.3.6.1.4.1.5468.100.1.2.2.1.1.6,column,string,,,,read-only,no,no,currentAlarmTime,This attribute indicates the alarm occurence time.
switch,ML540M-SYSTEM-MIB,historyAlarmRowId,1.3.6.1.4.1.5468.100.1.2.2.2.1.1,column,unsigned32,,,,read-only,no,no,historyAlarmRowId,This object indicates the row index in table.
switch,ML540M-SYSTEM-MIB,historyAlarmSeqId,1.3.6.1.4.1.5468.100.1.2.2.2.1.2,column,unsigned32,,,,read-only,no,no,historyAlarmSeqId,"This object indicates the sequence index in table, when new alarm generated/cleard, index increases."
switch,ML540M-SYSTEM-MIB,historyAlarmTypeId,1.3.6.1.4.1.5468.100.1.2.2.2.1.3,column,textual-convention,VTSSAlarmType,,,read-only,no,no,historyAlarmTypeId,This attribute indicates the number of alarm type.
switch,ML540M-SYSTEM-MIB,historyAlarmLevel,1.3.6.1.4.1.5468.100.1.2.2.2.1.4,column,textual-convention,VTSSAlarmLevel,,,read-only,no,no,historyAlarmLevel,This attribute indicates the alarm level.
switch,ML540M-SYSTEM-MIB,historyAlarmState,1.3.6.1.4.1.5468.100.1.2.2.2.1.5,column,textual-convention,VTSSAlarmState,,,read-only,no,no,historyAlarmState,This attribute indicates the alarm state.
switch,ML540M-SYSTEM-MIB,historyAlarmTime,1.3.6.1.4.1.5468.100.1.2.2.2.1.6,column,string,,,,read-only,no,no,historyAlarmTime,This attribute indicates the alarm occurence time.
switch,ML540M-SYSTEM-MIB,alarmHistoryClear,1.3.6.1.4.1.5468.100.1.2.2.3,scalar,boolean-enum,,,,read-write,yes,no,alarmHistoryClear,Set this object clear(1) to clear system history alarm table.
switch,ML540M-SYSTEM-MIB,alarmProfileId,1.3.6.1.4.1.5468.100.1.2.2.4.1.1,column,textual-convention,VTSSAlarmType,,,not-accessible,no,yes,alarmProfileId,Alarm Profile: 1: alarmGEPort1LinkDown 2: alarmGEPort2LinkDown 3: alarmGEPort3LinkDown 4: alarmGEPort4LinkDown 5: alarmGEPort5LinkDown 6: alarmGEPort6
switch,ML540M-SYSTEM-MIB,alarmProfileAlarmId,1.3.6.1.4.1.5468.100.1.2.2.4.1.2,column,string,,,,read-only,no,no,alarmProfileAlarmId,This attribute indicates the alarm ID.
switch,ML540M-SYSTEM-MIB,alarmProfileMask,1.3.6.1.4.1.5468.100.1.2.2.4.1.3,column,textual-convention,VTSSAlarmMask,,,read-write,yes,no,alarmProfileMask,"Alarm Profile Mask/UnMask, default is Mask"
switch,ML540M-SYSTEM-MIB,alarmProfileLevel,1.3.6.1.4.1.5468.100.1.2.2.4.1.4,column,textual-convention,VTSSAlarmLevel,,,read-write,yes,no,alarmProfileLevel,"Alarm Profile Major/Minor, default is Minor"
switch,ML540M-SYSTEM-MIB,sysTemperatureThreashOn,1.3.6.1.4.1.5468.100.1.2.2.5.1,scalar,integer,,,,read-write,yes,no,sysTemperatureThreashOn,"Set threshold time of alarm on (unit: ms). Temperature is over heat for time of threshold off, alarm will be generate. The value should multiple of 50"
switch,ML540M-SYSTEM-MIB,sysTemperatureThreashOff,1.3.6.1.4.1.5468.100.1.2.2.5.2,scalar,integer,,,,read-write,yes,no,sysTemperatureThreashOff,"Set threshold time of alarm off (unit: ms). Temperature is NOT over heat for time of threshold off, alarm will be cleared. The value should multiple o"
switch,ML540M-SYSTEM-MIB,sysTemperatureOverHeat,1.3.6.1.4.1.5468.100.1.2.2.5.3,scalar,integer,,,,read-write,yes,no,sysTemperatureOverHeat,"Set over heat threshold value. 56~65¢XC, unit: Centigrade"
switch,ML540M-SYSUTIL-MIB,ml540mSysutilCapabilitiesWarmRebootSupported,1.3.6.1.4.1.5468.100.24.1.1.1,scalar,boolean,TruthValue,,,read-only,no,no,sysutilCapabilitiesWarmRebootSupported,Indicate if warm restart is supported or not. true means it is supported. false means it is not supported.
switch,ML540M-SYSUTIL-MIB,ml540mSysutilStatusCpuLoadAverage100msec,1.3.6.1.4.1.5468.100.24.1.3.1.1,scalar,unsigned32,,seconds,description text,read-only,no,no,sysutilStatusCpuLoadAverage100msec,Average CPU load (%) in 100 milli-seconds.
switch,ML540M-SYSUTIL-MIB,ml540mSysutilStatusCpuLoadAverage1sec,1.3.6.1.4.1.5468.100.24.1.3.1.2,scalar,unsigned32,,seconds,description text,read-only,no,no,sysutilStatusCpuLoadAverage1sec,Average CPU load (%) in 1 second.
switch,ML540M-SYSUTIL-MIB,ml540mSysutilStatusCpuLoadAverage10sec,1.3.6.1.4.1.5468.100.24.1.3.1.3,scalar,unsigned32,,seconds,description text,read-only,no,no,sysutilStatusCpuLoadAverage10sec,Average CPU load (%) in 10 seconds.
switch,ML540M-SYSUTIL-MIB,ml540mSysutilStatusPowerSupplySwitchId,1.3.6.1.4.1.5468.100.24.1.3.2.1.1,column,integer,,,,not-accessible,no,yes,sysutilStatusPowerSupplySwitchId,The identification of switch.
switch,ML540M-SYSUTIL-MIB,ml540mSysutilStatusPowerSupplyPsuId,1.3.6.1.4.1.5468.100.24.1.3.2.1.2,column,integer,,,,not-accessible,no,yes,sysutilStatusPowerSupplyPsuId,The identification of power supply.
switch,ML540M-SYSUTIL-MIB,ml540mSysutilStatusPowerSupplyState,1.3.6.1.4.1.5468.100.24.1.3.2.1.3,column,textual-convention,VTSSSysutilPowerSupplyStateType,,,read-only,no,no,sysutilStatusPowerSupplyState,The state of power supply.
switch,ML540M-SYSUTIL-MIB,ml540mSysutilStatusPowerSupplyDescription,1.3.6.1.4.1.5468.100.24.1.3.2.1.4,column,textual-convention,VTSSDisplayString,,,read-only,no,no,sysutilStatusPowerSupplyDescription,The description of power supply.
switch,ML540M-SYSUTIL-MIB,ml540mSysutilControlRebootSwitchId,1.3.6.1.4.1.5468.100.24.1.4.1.1.1,column,integer,,,,not-accessible,no,yes,sysutilControlRebootSwitchId,The identification of switch.
switch,ML540M-SYSUTIL-MIB,ml540mSysutilControlRebootType,1.3.6.1.4.1.5468.100.24.1.4.1.1.2,column,textual-convention,VTSSSysutilRebootType,,,read-write,yes,no,sysutilControlRebootType,"Type of reboot. noReboot(0) does not reboot. coldReboot(1) is to do cold reboot. warmReboot(2) is to do warm reboot, but this is optional. The OID of"
switch,ML540M-FIRMWARE-MIB,ml540mFirmwareStatusImageNumber,1.3.6.1.4.1.5468.100.28.1.3.1.1.1,column,integer,,,,not-accessible,no,yes,firmwareStatusImageNumber,The number of image. The number starts from 0.
switch,ML540M-FIRMWARE-MIB,ml540mFirmwareStatusImageType,1.3.6.1.4.1.5468.100.28.1.3.1.1.2,column,textual-convention,VTSSFirmwareStatusImageEnum,,,read-only,no,no,firmwareStatusImageType,Image type of the status. bootloader(0) is for boot loader. activeFirmware(1) is for active (primary) firmware. alternativeFirmware(2) is for alternat
switch,ML540M-FIRMWARE-MIB,ml540mFirmwareStatusImageName,1.3.6.1.4.1.5468.100.28.1.3.1.1.3,column,textual-convention,VTSSDisplayString,,,read-only,no,no,firmwareStatusImageName,Image name.
switch,ML540M-FIRMWARE-MIB,ml540mFirmwareStatusImageVersion,1.3.6.1.4.1.5468.100.28.1.3.1.1.4,column,textual-convention,VTSSDisplayString,,,read-only,no,no,firmwareStatusImageVersion,Image version.
switch,ML540M-FIRMWARE-MIB,ml540mFirmwareStatusImageBuiltDate,1.3.6.1.4.1.5468.100.28.1.3.1.1.5,column,textual-convention,VTSSDisplayString,,,read-only,no,no,firmwareStatusImageBuiltDate,The built date when the image is built.
switch,ML540M-FIRMWARE-MIB,ml540mFirmwareStatusImageCodeRevision,1.3.6.1.4.1.5468.100.28.1.3.1.1.6,column,textual-convention,VTSSDisplayString,,,read-only,no,no,firmwareStatusImageCodeRevision,The code revesion which the image is built.
switch,ML540M-FIRMWARE-MIB,ml540mFirmwareStatusImageUploadStatus,1.3.6.1.4.1.5468.100.28.1.3.2.1,scalar,textual-convention,VTSSFirmwareUploadStatusEnum,,,read-only,no,no,firmwareStatusImageUploadStatus,The status indicates the status of current upload operation. It is updated automatically. Modifying this flag does not take any effect. none(0) means
switch,ML540M-FIRMWARE-MIB,ml540mFirmwareStatusSwitchSwitchId,1.3.6.1.4.1.5468.100.28.1.3.3.1.1,column,integer,,,,not-accessible,no,yes,firmwareStatusSwitchSwitchId,The ID of switch.
switch,ML540M-FIRMWARE-MIB,ml540mFirmwareStatusSwitchChipId,1.3.6.1.4.1.5468.100.28.1.3.3.1.2,column,textual-convention,VTSSDisplayString,,,read-only,no,no,firmwareStatusSwitchChipId,ID of chip.
switch,ML540M-FIRMWARE-MIB,ml540mFirmwareStatusSwitchBoardType,1.3.6.1.4.1.5468.100.28.1.3.3.1.3,column,textual-convention,VTSSDisplayString,,,read-only,no,no,firmwareStatusSwitchBoardType,Type of board.
switch,ML540M-FIRMWARE-MIB,ml540mFirmwareStatusSwitchPortCnt,1.3.6.1.4.1.5468.100.28.1.3.3.1.4,column,unsigned32,,,,read-only,no,no,firmwareStatusSwitchPortCnt,Count of ports.
switch,ML540M-FIRMWARE-MIB,ml540mFirmwareStatusSwitchProduct,1.3.6.1.4.1.5468.100.28.1.3.3.1.5,column,textual-convention,VTSSDisplayString,,,read-only,no,no,firmwareStatusSwitchProduct,Product name.
switch,ML540M-FIRMWARE-MIB,ml540mFirmwareStatusSwitchVersion,1.3.6.1.4.1.5468.100.28.1.3.3.1.6,column,textual-convention,VTSSDisplayString,,,read-only,no,no,firmwareStatusSwitchVersion,Image version.
switch,ML540M-FIRMWARE-MIB,ml540mFirmwareStatusSwitchBuiltDate,1.3.6.1.4.1.5468.100.28.1.3.3.1.7,column,textual-convention,VTSSDisplayString,,,read-only,no,no,firmwareStatusSwitchBuiltDate,The built date when the image is built.
switch,ML540M-FIRMWARE-MIB,ml540mFirmwareControlGlobalsSwapFirmware,1.3.6.1.4.1.5468.100.28.1.4.1.1,scalar,boolean,TruthValue,,,read-write,yes,no,firmwareControlGlobalsSwapFirmware,Swap firmware between active (primary) and alternative (backup). true is to swap the firmware. false is to do nothing.
switch,ML540M-FIRMWARE-MIB,ml540mFirmwareControlImageUploadDoUpload,1.3.6.1.4.1.5468.100.28.1.4.2.1,scalar,boolean,TruthValue,,,read-write,yes,no,firmwareControlImageUploadDoUpload,Action to do upload image or not. true is to do the upload operation. false is to do nothing. The upload operation may need longer time to upload the
switch,ML540M-FIRMWARE-MIB,ml540mFirmwareControlImageUploadImageType,1.3.6.1.4.1.5468.100.28.1.4.2.2,scalar,textual-convention,VTSSFirmwareUploadImageEnum,,,read-write,yes,no,firmwareControlImageUploadImageType,Type of image to upload. bootloader(0) is to upload bootloader. firmware(1) is to upload application firmware.
switch,ML540M-FIRMWARE-MIB,ml540mFirmwareControlImageUploadUrl,1.3.6.1.4.1.5468.100.28.1.4.2.3,scalar,textual-convention,VTSSDisplayString,,,read-write,yes,no,firmwareControlImageUploadUrl,The location of image to upload. It is a specific character string that constitutes a reference to a resource. Syntax: <protocol>://[<username>[:<pass
switch,ML540M-PORT-MIB,ml540mPortConfigIfIndex,1.3.6.1.4.1.5468.100.11.1.2.1.1.1,column,textual-convention,VTSSInterfaceIndex,,,not-accessible,no,yes,portConfigIfIndex,Logical interface number.
switch,ML540M-PORT-MIB,ml540mPortConfigShutdown,1.3.6.1.4.1.5468.100.11.1.2.1.1.2,column,boolean,TruthValue,,,read-write,yes,no,portConfigShutdown,Controls whether interface is shutdown or powered up. Set to TRUE in order to power down the interface.
switch,ML540M-PORT-MIB,ml540mPortConfigSpeed,1.3.6.1.4.1.5468.100.11.1.2.1.1.3,column,textual-convention,VTSSPortSpeed,,,read-write,yes,no,portConfigSpeed,Controls the port speed and duplex.
switch,ML540M-PORT-MIB,ml540mPortConfigAdvertiseDisabled,1.3.6.1.4.1.5468.100.11.1.2.1.1.4,column,textual-convention,VTSSUnsigned8,,,read-write,yes,no,portConfigAdvertiseDisabled,"In auto mode, bitmask that allows features not to be advertised. Bit 0: Disable half duplex advertising. Bit 1: Disable full duplex advertising. Bit 4"
switch,ML540M-PORT-MIB,ml540mPortConfigMediaType,1.3.6.1.4.1.5468.100.11.1.2.1.1.5,column,textual-convention,VTSSPortMedia,,,read-write,yes,no,portConfigMediaType,Controls the port media type.
switch,ML540M-PORT-MIB,ml540mPortConfigFC,1.3.6.1.4.1.5468.100.11.1.2.1.1.6,column,textual-convention,VTSSPortFc,,,read-write,yes,no,portConfigFC,Controls the port flow control mode.
switch,ML540M-PORT-MIB,ml540mPortConfigMTU,1.3.6.1.4.1.5468.100.11.1.2.1.1.7,column,unsigned32,,,,read-write,yes,no,portConfigMTU,Controls the port's Maximum Transmission Unit.
switch,ML540M-PORT-MIB,ml540mPortConfigExcessiveRestart,1.3.6.1.4.1.5468.100.11.1.2.1.1.8,column,boolean,TruthValue,frames,description text,read-write,yes,no,portConfigExcessiveRestart,TRUE to restart half-duplex back-off algorithm after 16 collisions. FALSE to discard frame after 16 collisions
switch,ML540M-PORT-MIB,ml540mPortConfigPFC,1.3.6.1.4.1.5468.100.11.1.2.1.1.9,column,textual-convention,VTSSUnsigned8,,,read-write,yes,no,portConfigPFC,"802.1Qbb Priority Flow Control bitmask, one bit for each prioritet.E.g. 0x01 = prio 0, 0x80 = prio 7, 0xFF = prio 0-7"
switch,ML540M-PORT-MIB,ml540mPortConfigFrameLengthCheck,1.3.6.1.4.1.5468.100.11.1.2.1.1.10,column,boolean,TruthValue,frames,description text,read-write,yes,no,portConfigFrameLengthCheck,TRUE to enforce 802.3 frame length check (from Ethertype field). If enabled frames with length that doesn't match the frame length field will be dropp
switch,ML540M-PORT-MIB,ml540mPortStatusInformationIfIndex,1.3.6.1.4.1.5468.100.11.1.3.1.1.1,column,textual-convention,VTSSInterfaceIndex,,,not-accessible,no,yes,portStatusInformationIfIndex,Logical interface number.
switch,ML540M-PORT-MIB,ml540mPortStatusInformationLink,1.3.6.1.4.1.5468.100.11.1.3.1.1.2,column,boolean,TruthValue,,,read-only,no,no,portStatusInformationLink,Shows whether interface has link.
switch,ML540M-PORT-MIB,ml540mPortStatusInformationFdx,1.3.6.1.4.1.5468.100.11.1.3.1.1.3,column,boolean,TruthValue,,,read-only,no,no,portStatusInformationFdx,Shows whether interface is running in full duplex.
switch,ML540M-PORT-MIB,ml540mPortStatusInformationFiber,1.3.6.1.4.1.5468.100.11.1.3.1.1.4,column,boolean,TruthValue,,,read-only,no,no,portStatusInformationFiber,Shows whether interface is a fiber link (fiber SFP or cu SFP).
switch,ML540M-PORT-MIB,ml540mPortStatusInformationSpeed,1.3.6.1.4.1.5468.100.11.1.3.1.1.5,column,textual-convention,VTSSPortStatusSpeed,,,read-only,no,no,portStatusInformationSpeed,Shows the current interface speed.
switch,ML540M-PORT-MIB,ml540mPortStatusInformationSFPType,1.3.6.1.4.1.5468.100.11.1.3.1.1.6,column,textual-convention,VTSSSfpTransceiver,,,read-only,no,no,portStatusInformationSFPType,Shows the current interface SFP type.
switch,ML540M-PORT-MIB,ml540mPortStatusInformationSFPVendorName,1.3.6.1.4.1.5468.100.11.1.3.1.1.7,column,textual-convention,VTSSDisplayString,,,read-only,no,no,portStatusInformationSFPVendorName,Shows the SFP vendor name.
switch,ML540M-PORT-MIB,ml540mPortStatusInformationSFPVendorPN,1.3.6.1.4.1.5468.100.11.1.3.1.1.8,column,textual-convention,VTSSDisplayString,,,read-only,no,no,portStatusInformationSFPVendorPN,Shows the SFP vendor Product Number.
switch,ML540M-PORT-MIB,ml540mPortStatusInformationSFPVendorRev,1.3.6.1.4.1.5468.100.11.1.3.1.1.9,column,textual-convention,VTSSDisplayString,,,read-only,no,no,portStatusInformationSFPVendorRev,Shows the SFP vendor Revision.
switch,ML540M-PORT-MIB,ml540mPortStatusVeriPhyResultIfIndex,1.3.6.1.4.1.5468.100.11.1.3.3.1.1.1,column,textual-convention,VTSSInterfaceIndex,,,not-accessible,no,yes,portStatusVeriPhyResultIfIndex,Logical interface number.
switch,ML540M-PORT-MIB,ml540mPortStatusVeriPhyResultVeriPhyStatusPairA,1.3.6.1.4.1.5468.100.11.1.3.3.1.1.2,column,textual-convention,VTSSPortPhyVeriPhyStatus,,,read-only,no,no,portStatusVeriPhyResultVeriPhyStatusPairA,VeriPhy status for the cable pair 0 - Cable is Correctly terminated pair 1 - Open pair 2 - Shorted pair 4 - Abnormal termination 8 - Cross-pair short
switch,ML540M-PORT-MIB,ml540mPortStatusVeriPhyResultVeriPhyStatusPairB,1.3.6.1.4.1.5468.100.11.1.3.3.1.1.3,column,textual-convention,VTSSPortPhyVeriPhyStatus,,,read-only,no,no,portStatusVeriPhyResultVeriPhyStatusPairB,VeriPhy status for the cable pair 0 - Cable is Correctly terminated pair 1 - Open pair 2 - Shorted pair 4 - Abnormal termination 8 - Cross-pair short
switch,ML540M-PORT-MIB,ml540mPortStatusVeriPhyResultVeriPhyStatusPairC,1.3.6.1.4.1.5468.100.11.1.3.3.1.1.4,column,textual-convention,VTSSPortPhyVeriPhyStatus,,,read-only,no,no,portStatusVeriPhyResultVeriPhyStatusPairC,VeriPhy status for the cable pair 0 - Cable is Correctly terminated pair 1 - Open pair 2 - Shorted pair 4 - Abnormal termination 8 - Cross-pair short
switch,ML540M-PORT-MIB,ml540mPortStatusVeriPhyResultVeriPhyStatusPairD,1.3.6.1.4.1.5468.100.11.1.3.3.1.1.5,column,textual-convention,VTSSPortPhyVeriPhyStatus,,,read-only,no,no,portStatusVeriPhyResultVeriPhyStatusPairD,VeriPhy status for the cable pair 0 - Cable is Correctly terminated pair 1 - Open pair 2 - Shorted pair 4 - Abnormal termination 8 - Cross-pair short
switch,ML540M-PORT-MIB,ml540mPortStatusVeriPhyResultVeriPhyLengthStatusPairA,1.3.6.1.4.1.5468.100.11.1.3.3.1.1.6,column,textual-convention,VTSSUnsigned8,distance,description text,read-only,no,no,portStatusVeriPhyResultVeriPhyLengthStatusPairA,"VeriPhy status cable length i meters for the cable pair. When VeriPhy is completed, the cable diagnostics results is shown in the VeriPhy status table"
switch,ML540M-PORT-MIB,ml540mPortStatusVeriPhyResultVeriPhyLengthStatusPairB,1.3.6.1.4.1.5468.100.11.1.3.3.1.1.7,column,textual-convention,VTSSUnsigned8,distance,description text,read-only,no,no,portStatusVeriPhyResultVeriPhyLengthStatusPairB,"VeriPhy status cable length i meters for the cable pair. When VeriPhy is completed, the cable diagnostics results is shown in the VeriPhy status table"
switch,ML540M-PORT-MIB,ml540mPortStatusVeriPhyResultVeriPhyLengthStatusPairC,1.3.6.1.4.1.5468.100.11.1.3.3.1.1.8,column,textual-convention,VTSSUnsigned8,distance,description text,read-only,no,no,portStatusVeriPhyResultVeriPhyLengthStatusPairC,"VeriPhy status cable length i meters for the cable pair. When VeriPhy is completed, the cable diagnostics results is shown in the VeriPhy status table"
switch,ML540M-PORT-MIB,ml540mPortStatusVeriPhyResultVeriPhyLengthStatusPairD,1.3.6.1.4.1.5468.100.11.1.3.3.1.1.9,column,textual-convention,VTSSUnsigned8,distance,description text,read-only,no,no,portStatusVeriPhyResultVeriPhyLengthStatusPairD,"VeriPhy status cable length i meters for the cable pair. When VeriPhy is completed, the cable diagnostics results is shown in the VeriPhy status table"
switch,ML540M-PORT-MIB,ml540mPortControlStatisticsClearIfIndex,1.3.6.1.4.1.5468.100.11.1.4.1.1.1.1,column,textual-convention,VTSSInterfaceIndex,,,not-accessible,no,yes,portControlStatisticsClearIfIndex,Logical interface number.
switch,ML540M-PORT-MIB,ml540mPortControlStatisticsClearStatisticsClear,1.3.6.1.4.1.5468.100.11.1.4.1.1.1.2,column,boolean,TruthValue,,,read-write,yes,no,portControlStatisticsClearStatisticsClear,Set to TRUE to clear the statistics of an interface.
switch,ML540M-PORT-MIB,ml540mPortControlVeriPhyStartIfIndex,1.3.6.1.4.1.5468.100.11.1.4.2.1.1.1,column,textual-convention,VTSSInterfaceIndex,,,not-accessible,no,yes,portControlVeriPhyStartIfIndex,Logical interface number.
switch,ML540M-PORT-MIB,ml540mPortControlVeriPhyStartStart,1.3.6.1.4.1.5468.100.11.1.4.2.1.1.2,column,boolean,TruthValue,mbps,description text,read-write,yes,no,portControlVeriPhyStartStart,"Set to TRUE to start VeriPHy for the interface. When running 10 and 100 Mbps, ports will be linked down while running VeriPHY. Therefore, running Veri"
switch,ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsIfIndex,1.3.6.1.4.1.5468.100.11.1.5.1.1.1,column,textual-convention,VTSSInterfaceIndex,,,not-accessible,no,yes,portStatisticsRmonStatisticsIfIndex,Logical interface number.
switch,ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsRxDropEvents,1.3.6.1.4.1.5468.100.11.1.5.1.1.2,column,counter64,,count,SMI type counter64,read-only,no,no,portStatisticsRmonStatisticsRxDropEvents,Shows the number of frames discarded due to ingress congestion.
switch,ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsRxOctets,1.3.6.1.4.1.5468.100.11.1.5.1.1.3,column,counter64,,count,SMI type counter64,read-only,no,no,portStatisticsRmonStatisticsRxOctets,"Shows the number of received (good and bad) bytes. Includes FCS, but excludes framing bits."
switch,ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsRxPkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.4,column,counter64,,count,SMI type counter64,read-only,no,no,portStatisticsRmonStatisticsRxPkts,Shows the number of received (good and bad) packets.
switch,ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsRxBroadcastPkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.5,column,counter64,,count,SMI type counter64,read-only,no,no,portStatisticsRmonStatisticsRxBroadcastPkts,Shows the number of received (good and bad) broadcast packets.
switch,ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsRxMulticastPkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.6,column,counter64,,count,SMI type counter64,read-only,no,no,portStatisticsRmonStatisticsRxMulticastPkts,Shows the number of received (good and bad) multicast packets.
switch,ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsRxCrcAlignErrPkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.7,column,counter64,,count,SMI type counter64,read-only,no,no,portStatisticsRmonStatisticsRxCrcAlignErrPkts,Shows the number of frames received with CRC or alignment errors.
switch,ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsRxUndersizePkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.8,column,counter64,,count,SMI type counter64,read-only,no,no,portStatisticsRmonStatisticsRxUndersizePkts,Shows the number of short frames (frames that are smaller than 64 bytes) received with valid CRC.
switch,ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsRxOversizePkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.9,column,counter64,,count,SMI type counter64,read-only,no,no,portStatisticsRmonStatisticsRxOversizePkts,Shows the number of long frames received with valid CRC.
switch,ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsRxFragmentsPkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.10,column,counter64,,count,SMI type counter64,read-only,no,no,portStatisticsRmonStatisticsRxFragmentsPkts,Shows the number of short frames (frames that are smaller than 64 bytes) received with invalid CRC.
switch,ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsRxJabbersPkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.11,column,counter64,,count,SMI type counter64,read-only,no,no,portStatisticsRmonStatisticsRxJabbersPkts,The number of long frames (frames that are longer than the configured maximum frame length for this interface) received with invalid CRC.
switch,ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsRx64Pkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.12,column,counter64,,count,SMI type counter64,read-only,no,no,portStatisticsRmonStatisticsRx64Pkts,The number of 64 bytes frames received.
switch,ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsRx65to127Pkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.13,column,counter64,,count,SMI type counter64,read-only,no,no,portStatisticsRmonStatisticsRx65to127Pkts,The number of received frames with size within 65 to 127 bytes.
switch,ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsRx128to255Pkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.14,column,counter64,,count,SMI type counter64,read-only,no,no,portStatisticsRmonStatisticsRx128to255Pkts,The number of received frames with size within 128 to 255 bytes.
switch,ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsRx256to511Pkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.15,column,counter64,,count,SMI type counter64,read-only,no,no,portStatisticsRmonStatisticsRx256to511Pkts,The number of received frames with size within 256 to 511 bytes.
switch,ML540M-PORT-MIB,ml540mPortStatisticsRmonStatisticsRx512to1023Pkts,1.3.6.1.4.1.5468.100.11.1.5.1.1.16,column,counter64,,count,SMI type counter64,read-only,no,no,portStatisticsRmonStatisticsRx512to1023Pkts,The number of received frames with size within 512 to 1023 bytes.
